ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
206192_at	8.25e-01	7.34e-01	3.41e-01	-6.613672	0.06935397	CDSN	corneodesmosin
222223_s_at	8.25e-01	7.34e-01	3.41e-01	-6.6137	0.0764955	IL36RN	interleukin 36 receptor antagonist
227037_at	8.26e-01	7.34e-01	-3.41e-01	-6.613758	-0.03558201	PLD6///FLCN	phospholipase D family member 6///folliculin
1552604_at	8.26e-01	7.34e-01	3.40e-01	-6.613801	0.11404919	LINC00308	long intergenic non-protein coding RNA 308
1553320_s_at	8.26e-01	7.34e-01	3.40e-01	-6.613803	0.16930754	CDC14C	cell division cycle 14C, pseuodgene
201431_s_at	8.26e-01	7.34e-01	-3.40e-01	-6.613837	-0.08484433	DPYSL3	dihydropyrimidinase like 3
232983_s_at	8.26e-01	7.35e-01	3.40e-01	-6.613913	0.02473632	SERGEF	secretion regulating guanine nucleotide exchange factor
206159_at	8.26e-01	7.35e-01	3.40e-01	-6.613932	0.08494853	GDF10	growth differentiation factor 10
1554079_at	8.26e-01	7.35e-01	3.40e-01	-6.613935	0.0452193	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
225087_at	8.26e-01	7.35e-01	3.40e-01	-6.613953	0.02327603	FOPNL	FGFR1OP N-terminal like
202452_at	8.26e-01	7.35e-01	-3.40e-01	-6.613958	-0.02277401	ZER1	zyg-11 related cell cycle regulator
209821_at	8.26e-01	7.35e-01	-3.40e-01	-6.613966	-0.13758108	IL33	interleukin 33
1553022_at	8.26e-01	7.35e-01	-3.40e-01	-6.614054	-0.13594339	ZIM3	zinc finger imprinted 3
206619_at	8.26e-01	7.35e-01	3.39e-01	-6.614219	0.10485248	DKK4	dickkopf WNT signaling pathway inhibitor 4
216622_at	8.27e-01	7.36e-01	3.39e-01	-6.614368	0.09780364	LAMB4	laminin subunit beta 4
219645_at	8.27e-01	7.36e-01	-3.39e-01	-6.614395	-0.06825485	CASQ1	calsequestrin 1
232554_at	8.27e-01	7.36e-01	-3.39e-01	-6.614444	-0.06212136	LRRC56	leucine rich repeat containing 56
214599_at	8.27e-01	7.36e-01	-3.38e-01	-6.614497	-0.07682425	IVL	involucrin
208411_x_at	8.27e-01	7.36e-01	3.38e-01	-6.614501	0.11059554	PPEF2	protein phosphatase with EF-hand domain 2
223549_s_at	8.27e-01	7.36e-01	-3.38e-01	-6.614608	-0.10878433	ESPN	espin
206137_at	8.27e-01	7.36e-01	3.38e-01	-6.61461	0.09455709	RIMS2	regulating synaptic membrane exocytosis 2
232195_at	8.27e-01	7.36e-01	3.38e-01	-6.614628	0.06794955	GPR158	G protein-coupled receptor 158
1559065_a_at	8.27e-01	7.36e-01	3.38e-01	-6.614635	0.07962321	CLEC4G	C-type lectin domain family 4 member G
225911_at	8.27e-01	7.36e-01	-3.38e-01	-6.614737	-0.09661954	NPNT	nephronectin
1552999_a_at	8.27e-01	7.37e-01	-3.38e-01	-6.61478	-0.10958949	WFDC10B	WAP four-disulfide core domain 10B
1553705_a_at	8.27e-01	7.37e-01	3.38e-01	-6.614792	0.09363802	CHRM3	cholinergic receptor muscarinic 3
1553924_at	8.27e-01	7.37e-01	3.37e-01	-6.614868	0.09657539	FMO9P	flavin containing monooxygenase 9 pseudogene
203218_at	8.27e-01	7.37e-01	-3.37e-01	-6.614894	-0.01764801	MAPK9	mitogen-activated protein kinase 9
201756_at	8.27e-01	7.37e-01	-3.37e-01	-6.61499	-0.02824813	RPA2	replication protein A2
244643_at	8.27e-01	7.37e-01	-3.37e-01	-6.615001	-0.09667778		
229427_at	8.28e-01	7.37e-01	3.37e-01	-6.615093	0.10906822	SEMA5A	semaphorin 5A
205870_at	8.28e-01	7.37e-01	-3.37e-01	-6.615115	-0.08424392	BDKRB2	bradykinin receptor B2
1556113_at	8.28e-01	7.37e-01	3.36e-01	-6.615197	0.07351568	LOC101928841	collagen alpha-1(II) chain-like
211222_s_at	8.28e-01	7.38e-01	3.36e-01	-6.615218	0.08636561	HAP1	huntingtin associated protein 1
237329_at	8.28e-01	7.38e-01	3.36e-01	-6.615258	0.08956732	RBMS3-AS3	RBMS3 antisense RNA 3
1558533_at	8.28e-01	7.38e-01	-3.36e-01	-6.615335	-0.03985612	KRBA2	KRAB-A domain containing 2
230981_at	8.28e-01	7.38e-01	-3.36e-01	-6.615368	-0.03693753	CATSPER3	cation channel sperm associated 3
239332_at	8.28e-01	7.38e-01	3.36e-01	-6.615466	0.07225008	LOC105371809	uncharacterized LOC105371809
231936_at	8.28e-01	7.38e-01	-3.35e-01	-6.615486	-0.0979043	HOXC9	homeobox C9
203660_s_at	8.28e-01	7.38e-01	3.35e-01	-6.615515	0.02167538	PCNT	pericentrin
214173_x_at	8.28e-01	7.38e-01	-3.35e-01	-6.615524	-0.02546112	URI1	URI1, prefoldin like chaperone
211990_at	8.28e-01	7.38e-01	3.35e-01	-6.615536	0.04700898	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
225702_at	8.28e-01	7.38e-01	-3.35e-01	-6.615553	-0.03272427	C8orf76	chromosome 8 open reading frame 76
221274_s_at	8.28e-01	7.38e-01	3.35e-01	-6.615637	0.03894804	LMAN2L	lectin, mannose binding 2 like
206651_s_at	8.29e-01	7.39e-01	-3.35e-01	-6.615728	-0.08980092	CPB2	carboxypeptidase B2
217719_at	8.29e-01	7.39e-01	-3.35e-01	-6.615784	-0.03543737	EIF3L	eukaryotic translation initiation factor 3 subunit L
1557030_at	8.29e-01	7.39e-01	3.35e-01	-6.61581	0.11359664	GAB1	GRB2 associated binding protein 1
1553544_at	8.29e-01	7.39e-01	-3.34e-01	-6.615858	-0.09900656	GPR101	G protein-coupled receptor 101
219277_s_at	8.29e-01	7.39e-01	3.34e-01	-6.61588	0.04748602	OGDHL	oxoglutarate dehydrogenase-like
230969_at	8.29e-01	7.39e-01	-3.34e-01	-6.616055	-0.09842215	TEX38	testis expressed 38
231635_x_at	8.29e-01	7.40e-01	-3.33e-01	-6.616152	-0.07658127	RNF31	ring finger protein 31
210364_at	8.29e-01	7.40e-01	-3.33e-01	-6.616165	-0.09085071	SCN2B	sodium voltage-gated channel beta subunit 2
1560141_at	8.30e-01	7.40e-01	3.33e-01	-6.616259	0.05828823	LOC100133039	uncharacterized LOC100133039
208388_at	8.30e-01	7.40e-01	3.33e-01	-6.616347	0.10521245	NR2E3	nuclear receptor subfamily 2 group E member 3
221376_at	8.30e-01	7.40e-01	-3.33e-01	-6.616372	-0.0646165	FGF17	fibroblast growth factor 17
209326_at	8.30e-01	7.40e-01	3.33e-01	-6.616405	0.02228539	SLC35A2	solute carrier family 35 member A2
204469_at	8.30e-01	7.40e-01	-3.33e-01	-6.616408	-0.11494033	PTPRZ1	protein tyrosine phosphatase, receptor type Z1
232237_at	8.30e-01	7.40e-01	-3.33e-01	-6.616449	-0.08755248	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1
203509_at	8.30e-01	7.40e-01	-3.33e-01	-6.616456	-0.03018872	SORL1	sortilin related receptor 1
1567058_at	8.30e-01	7.41e-01	-3.32e-01	-6.616605	-0.10460012	OR8G2	olfactory receptor family 8 subfamily G member 2
219849_at	8.30e-01	7.41e-01	-3.32e-01	-6.616686	-0.0336661	ZNF671	zinc finger protein 671
221660_at	8.30e-01	7.41e-01	-3.32e-01	-6.616706	-0.0876868	MYL10	myosin light chain 10
223962_at	8.30e-01	7.41e-01	3.32e-01	-6.616715	0.12772494	TTC29	tetratricopeptide repeat domain 29
218595_s_at	8.30e-01	7.41e-01	3.32e-01	-6.616785	0.03040186	HEATR1	HEAT repeat containing 1
219795_at	8.31e-01	7.41e-01	-3.31e-01	-6.616873	-0.13142624	SLC6A14	solute carrier family 6 member 14
210381_s_at	8.31e-01	7.42e-01	-3.31e-01	-6.616991	-0.08096079	CCKBR	cholecystokinin B receptor
201818_at	8.31e-01	7.42e-01	3.31e-01	-6.617018	0.03606895	LPCAT1	lysophosphatidylcholine acyltransferase 1
217858_s_at	8.31e-01	7.42e-01	-3.31e-01	-6.617026	-0.02788362	ARMCX3	armadillo repeat containing, X-linked 3
1555779_a_at	8.31e-01	7.42e-01	3.31e-01	-6.61712	0.08228007	CD79A	CD79a molecule
244519_at	8.31e-01	7.42e-01	3.31e-01	-6.617129	0.02894302	ASXL1	additional sex combs like 1, transcriptional regulator
219005_at	8.31e-01	7.42e-01	3.30e-01	-6.617217	0.07185807	TMEM59L	transmembrane protein 59 like
231855_at	8.31e-01	7.42e-01	-3.30e-01	-6.617269	-0.05097939	KIAA1524	KIAA1524
1553929_at	8.31e-01	7.42e-01	3.30e-01	-6.617293	0.06510744	ACER1	alkaline ceramidase 1
214068_at	8.31e-01	7.42e-01	-3.30e-01	-6.61739	-0.10930164	BEAN1	brain expressed, associated with NEDD4, 1
219873_at	8.31e-01	7.42e-01	-3.30e-01	-6.617403	-0.08284021	COLEC11	collectin subfamily member 11
201662_s_at	8.32e-01	7.43e-01	3.29e-01	-6.617512	0.02108961	ACSL3	acyl-CoA synthetase long-chain family member 3
214489_at	8.32e-01	7.43e-01	3.29e-01	-6.617597	0.09718705	FSHB	follicle stimulating hormone beta subunit
214410_at	8.32e-01	7.43e-01	3.29e-01	-6.61767	0.12845622	TRPM1	transient receptor potential cation channel subfamily M member 1
229128_s_at	8.32e-01	7.43e-01	-3.29e-01	-6.617717	-0.03929811	ANP32E	acidic nuclear phosphoprotein 32 family member E
219960_s_at	8.32e-01	7.43e-01	-3.29e-01	-6.617758	-0.02235221	UCHL5	ubiquitin C-terminal hydrolase L5
239142_at	8.32e-01	7.43e-01	-3.28e-01	-6.617813	-0.04091315	RFESD	Rieske Fe-S domain containing
205319_at	8.32e-01	7.44e-01	3.28e-01	-6.617857	0.11920561	PSCA	prostate stem cell antigen
226446_at	8.32e-01	7.44e-01	-3.28e-01	-6.617869	-0.08367859	HES6	hes family bHLH transcription factor 6
1553080_at	8.32e-01	7.44e-01	3.28e-01	-6.617891	0.10337932	CSN1S2AP	casein alpha s2-like A, pseudogene
201481_s_at	8.33e-01	7.44e-01	-3.28e-01	-6.618048	-0.10560909	PYGB	phosphorylase, glycogen; brain
232259_s_at	8.33e-01	7.44e-01	-3.28e-01	-6.618077	-0.07720947	ZBTB11-AS1	ZBTB11 antisense RNA 1
226599_at	8.33e-01	7.44e-01	-3.28e-01	-6.618093	-0.02873854	FHDC1	FH2 domain containing 1
213071_at	8.33e-01	7.44e-01	3.28e-01	-6.618105	0.0763907	DPT	dermatopontin
1557135_at	8.33e-01	7.44e-01	3.27e-01	-6.618134	0.02417657		
203794_at	8.33e-01	7.44e-01	-3.27e-01	-6.618179	-0.08780606	CDC42BPA	CDC42 binding protein kinase alpha
237840_at	8.33e-01	7.44e-01	-3.27e-01	-6.618184	-0.07035766	LINC01118	long intergenic non-protein coding RNA 1118
1562223_at	8.33e-01	7.44e-01	3.27e-01	-6.618244	0.16058462	LOC642426	uncharacterized LOC642426
226188_at	8.33e-01	7.44e-01	3.27e-01	-6.618278	0.06805168	LGALSL	galectin like
234515_at	8.33e-01	7.45e-01	-3.27e-01	-6.618341	-0.09734641	PCGEM1	PCGEM1, prostate-specific transcript (non-protein coding)
205899_at	8.33e-01	7.45e-01	3.27e-01	-6.618359	0.11702954	CCNA1	cyclin A1
238296_at	8.33e-01	7.45e-01	-3.27e-01	-6.618436	-0.04522965	GLIPR1L1	GLI pathogenesis related 1 like 1
204476_s_at	8.33e-01	7.45e-01	-3.27e-01	-6.618437	-0.11331661	PC	pyruvate carboxylase
223777_at	8.33e-01	7.45e-01	3.26e-01	-6.618454	0.09864664	DDX11L2	DEAD/H-box helicase 11 like 2
1564109_at	8.33e-01	7.45e-01	3.26e-01	-6.618473	0.07045341	LOC284865	uncharacterized LOC284865
212579_at	8.33e-01	7.45e-01	-3.26e-01	-6.618526	-0.03908938	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
227999_at	8.33e-01	7.45e-01	3.26e-01	-6.618584	0.03303483	PWWP2B	PWWP domain containing 2B
203244_at	8.33e-01	7.45e-01	3.26e-01	-6.618612	0.02086074	PEX5	peroxisomal biogenesis factor 5
1556460_a_at	8.33e-01	7.45e-01	3.26e-01	-6.618635	0.08270322	ARHGAP22-IT1	ARHGAP22 intronic transcript 1
220676_at	8.33e-01	7.45e-01	3.26e-01	-6.618637	0.09519097	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8
1558897_at	8.33e-01	7.45e-01	3.26e-01	-6.618655	0.08093051	PLK5	polo like kinase 5
1557415_s_at	8.33e-01	7.45e-01	3.26e-01	-6.618706	0.03726902	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
206611_at	8.33e-01	7.46e-01	3.26e-01	-6.618716	0.03630538	C2orf27A	chromosome 2 open reading frame 27A
207298_at	8.33e-01	7.46e-01	3.26e-01	-6.618741	0.05972355	SLC17A3	solute carrier family 17 member 3
1558579_at	8.34e-01	7.46e-01	-3.25e-01	-6.618843	-0.11803741	FLJ37786	uncharacterized LOC642691
236747_at	8.34e-01	7.46e-01	3.25e-01	-6.618975	0.10319408	CLIP1-AS1	CLIP1 antisense RNA 1
1563512_at	8.34e-01	7.46e-01	3.25e-01	-6.618998	0.05502183	NOS1AP	nitric oxide synthase 1 adaptor protein
34471_at	8.34e-01	7.46e-01	-3.25e-01	-6.619086	-0.08996223	MYH8	myosin heavy chain 8
202132_at	8.34e-01	7.46e-01	-3.24e-01	-6.619102	-0.0978899	WWTR1	WW domain containing transcription regulator 1
212047_s_at	8.34e-01	7.47e-01	3.24e-01	-6.619197	0.05646269	RNF167	ring finger protein 167
203503_s_at	8.34e-01	7.47e-01	-3.24e-01	-6.61924	-0.04073175	PEX14	peroxisomal biogenesis factor 14
235839_at	8.34e-01	7.47e-01	3.24e-01	-6.619245	0.05806657	C22orf34	chromosome 22 open reading frame 34
221200_at	8.34e-01	7.47e-01	3.24e-01	-6.619273	0.10237733	ERVK3-2	endogenous retrovirus group K3 member 2
208280_at	8.34e-01	7.47e-01	3.24e-01	-6.619275	0.08582815	CDRT1	CMT1A duplicated region transcript 1
1554812_at	8.34e-01	7.47e-01	-3.24e-01	-6.6193	-0.06334122	CLDN20	claudin 20
217067_s_at	8.34e-01	7.47e-01	3.24e-01	-6.619313	0.09585072	DMP1	dentin matrix acidic phosphoprotein 1
1560430_at	8.34e-01	7.47e-01	-3.24e-01	-6.61932	-0.02787237	NKPD1	NTPase, KAP family P-loop domain containing 1
242469_at	8.35e-01	7.47e-01	3.23e-01	-6.619425	0.08556626		
207480_s_at	8.35e-01	7.47e-01	-3.23e-01	-6.619495	-0.06511657	MEIS2	Meis homeobox 2
225545_at	8.35e-01	7.47e-01	3.23e-01	-6.619497	0.02154425	LOC101930123///EEF2K	eukaryotic elongation factor 2 kinase///eukaryotic elongation factor 2 kinase
204602_at	8.35e-01	7.47e-01	-3.23e-01	-6.619522	-0.0591336	DKK1	dickkopf WNT signaling pathway inhibitor 1
207854_at	8.35e-01	7.47e-01	-3.23e-01	-6.619543	-0.1166332	GYPE	glycophorin E (MNS blood group)
204274_at	8.35e-01	7.48e-01	3.23e-01	-6.619589	0.02169342	EBAG9	estrogen receptor binding site associated, antigen, 9
212131_at	8.35e-01	7.48e-01	-3.23e-01	-6.619682	-0.01640705	LSM14A	LSM14A, mRNA processing body assembly factor
227838_at	8.35e-01	7.48e-01	3.23e-01	-6.619722	0.10719738	UNC5C	unc-5 netrin receptor C
205911_at	8.35e-01	7.48e-01	3.22e-01	-6.619857	0.02975566	PTH1R	parathyroid hormone 1 receptor
218356_at	8.35e-01	7.48e-01	3.22e-01	-6.619862	0.02646844	MRM2	mitochondrial rRNA methyltransferase 2
1564459_at	8.35e-01	7.48e-01	3.22e-01	-6.619945	0.10534914	DDC-AS1	DDC antisense RNA 1
232812_at	8.36e-01	7.49e-01	-3.22e-01	-6.62003	-0.09304652	LOC401052	uncharacterized LOC401052
232381_s_at	8.36e-01	7.49e-01	3.21e-01	-6.620125	0.03918891	DNAH5	dynein axonemal heavy chain 5
207170_s_at	8.36e-01	7.49e-01	-3.21e-01	-6.620128	-0.01977652	LETMD1	LETM1 domain containing 1
224125_at	8.36e-01	7.49e-01	3.21e-01	-6.620205	0.07735649	PLEKHN1	pleckstrin homology domain containing N1
203820_s_at	8.36e-01	7.49e-01	3.21e-01	-6.620259	0.05181533	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
235278_at	8.36e-01	7.49e-01	-3.21e-01	-6.620317	-0.13397043	MACROD2	MACRO domain containing 2
1561222_at	8.36e-01	7.49e-01	-3.21e-01	-6.620372	-0.15417295	LINC00485	long intergenic non-protein coding RNA 485
1555292_at	8.36e-01	7.49e-01	-3.21e-01	-6.620373	-0.08223493	STRIP2	striatin interacting protein 2
226992_at	8.36e-01	7.49e-01	3.20e-01	-6.620378	0.10160936	NOSTRIN	nitric oxide synthase trafficking
204897_at	8.36e-01	7.49e-01	3.20e-01	-6.620385	0.03146709	PTGER4	prostaglandin E receptor 4
221344_at	8.36e-01	7.50e-01	3.20e-01	-6.620476	0.05357763	OR12D2	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)
215789_s_at	8.36e-01	7.50e-01	3.20e-01	-6.620523	0.08034002	AJAP1	adherens junctions associated protein 1
226244_at	8.36e-01	7.50e-01	3.20e-01	-6.620533	0.05810094	CLEC14A	C-type lectin domain family 14 member A
220045_at	8.36e-01	7.50e-01	3.20e-01	-6.620551	0.06514024	NEUROD6	neuronal differentiation 6
221183_at	8.36e-01	7.50e-01	-3.20e-01	-6.620555	-0.07708774	LOC100507388	uncharacterized LOC100507388
204800_s_at	8.37e-01	7.50e-01	3.19e-01	-6.620751	0.02355775	DHRS12	dehydrogenase/reductase 12
233469_at	8.37e-01	7.50e-01	-3.19e-01	-6.620787	-0.06499272	TPTEP1	transmembrane phosphatase with tensin homology pseudogene 1
202450_s_at	8.37e-01	7.51e-01	-3.19e-01	-6.620855	-0.0274736	CTSK	cathepsin K
208538_at	8.37e-01	7.51e-01	-3.19e-01	-6.620908	-0.09551155	ANP32C	acidic nuclear phosphoprotein 32 family member C
219071_x_at	8.37e-01	7.51e-01	3.19e-01	-6.620921	0.02085503	HGH1	HGH1 homolog
224139_at	8.37e-01	7.51e-01	3.19e-01	-6.620931	0.09055	SHANK2-AS3	SHANK2 antisense RNA 3
1556435_at	8.37e-01	7.51e-01	-3.19e-01	-6.620985	-0.09709715	LOC400622	uncharacterized LOC400622
220097_s_at	8.37e-01	7.51e-01	3.19e-01	-6.620993	0.02749792	TMEM104	transmembrane protein 104
233527_at	8.37e-01	7.51e-01	3.19e-01	-6.620999	0.04784951	LOC101929340	uncharacterized LOC101929340
215449_at	8.37e-01	7.51e-01	-3.18e-01	-6.621038	-0.09428475	TSPO2	translocator protein 2
235174_s_at	8.37e-01	7.51e-01	3.18e-01	-6.621114	0.03548925	LINC01003	long intergenic non-protein coding RNA 1003
212845_at	8.37e-01	7.51e-01	3.18e-01	-6.621139	0.06153111	SAMD4A	sterile alpha motif domain containing 4A
205589_at	8.37e-01	7.51e-01	3.18e-01	-6.621165	0.06833684	MYL3	myosin light chain 3
206292_s_at	8.38e-01	7.52e-01	-3.18e-01	-6.621278	-0.10389427	SULT2A1	sulfotransferase family 2A member 1
226833_at	8.38e-01	7.52e-01	-3.17e-01	-6.621345	-0.02247454	CYB5D1	cytochrome b5 domain containing 1
225596_at	8.38e-01	7.52e-01	-3.17e-01	-6.621347	-0.03739215	KLC4	kinesin light chain 4
1560162_at	8.38e-01	7.52e-01	3.17e-01	-6.621355	0.10631595	LOC643549	uncharacterized LOC643549
219934_s_at	8.38e-01	7.52e-01	3.17e-01	-6.621356	0.11589539	SULT1E1	sulfotransferase family 1E member 1
217430_x_at	8.38e-01	7.52e-01	3.17e-01	-6.62139	0.03211694	COL1A1	collagen type I alpha 1 chain
226926_at	8.38e-01	7.52e-01	-3.17e-01	-6.621405	-0.05246608	DMKN	dermokine
238385_at	8.38e-01	7.52e-01	-3.17e-01	-6.621559	-0.08765128	C6orf58	chromosome 6 open reading frame 58
234493_at	8.38e-01	7.52e-01	3.16e-01	-6.621669	0.08251766	LOC101929974///LINC01257	uncharacterized LOC101929974///long intergenic non-protein coding RNA 1257
223726_at	8.38e-01	7.53e-01	-3.16e-01	-6.621741	-0.07274329	KCNH3	potassium voltage-gated channel subfamily H member 3
227607_at	8.39e-01	7.53e-01	-3.16e-01	-6.621805	-0.04308941	STAMBPL1	STAM binding protein like 1
228771_at	8.39e-01	7.53e-01	-3.16e-01	-6.621859	-0.03774108	GRK3	G protein-coupled receptor kinase 3
221880_s_at	8.39e-01	7.53e-01	3.16e-01	-6.621956	0.07657819	FAM174B	family with sequence similarity 174 member B
223637_s_at	8.39e-01	7.53e-01	3.15e-01	-6.622009	0.02603685	FAM160A2	family with sequence similarity 160 member A2
1556852_a_at	8.39e-01	7.53e-01	-3.15e-01	-6.62203	-0.08630859		
228398_at	8.39e-01	7.53e-01	3.15e-01	-6.622031	0.06796811	SENP8	SUMO/sentrin peptidase family member, NEDD8 specific
205754_at	8.39e-01	7.53e-01	3.15e-01	-6.622043	0.07415219	F2	coagulation factor II, thrombin
1554919_s_at	8.39e-01	7.54e-01	3.15e-01	-6.622096	0.09575547	CFAP69	cilia and flagella associated protein 69
220480_at	8.39e-01	7.54e-01	3.15e-01	-6.622128	0.05806811	HAND2	heart and neural crest derivatives expressed 2
223636_at	8.39e-01	7.54e-01	-3.15e-01	-6.622142	-0.04518601	ZMYND12	zinc finger MYND-type containing 12
210727_at	8.39e-01	7.54e-01	-3.15e-01	-6.622269	-0.10271693	CALCA	calcitonin related polypeptide alpha
201652_at	8.39e-01	7.54e-01	3.14e-01	-6.622346	0.02296523	COPS5	COP9 signalosome subunit 5
206336_at	8.39e-01	7.54e-01	3.14e-01	-6.622347	0.09998553	CXCL6	C-X-C motif chemokine ligand 6
1560025_at	8.39e-01	7.54e-01	3.14e-01	-6.622354	0.10080746		
1560684_x_at	8.39e-01	7.54e-01	-3.14e-01	-6.622365	-0.11177273	NBEAP1	neurobeachin pseudogene 1
1553826_a_at	8.40e-01	7.54e-01	3.14e-01	-6.622436	0.08426695	PRR35	proline rich 35
220641_at	8.40e-01	7.55e-01	-3.14e-01	-6.622566	-0.08463792	NOX5	NADPH oxidase, EF-hand calcium binding domain 5
232034_at	8.40e-01	7.55e-01	-3.13e-01	-6.622689	-0.05969186	LINC00537	long intergenic non-protein coding RNA 537
225651_at	8.40e-01	7.55e-01	-3.13e-01	-6.622708	-0.04012066	UBE2E2	ubiquitin conjugating enzyme E2 E2
1553066_at	8.40e-01	7.55e-01	-3.13e-01	-6.622717	-0.08749762	TAAR9	trace amine associated receptor 9 (gene/pseudogene)
202782_s_at	8.40e-01	7.55e-01	3.13e-01	-6.62277	0.02594265	INPP5K	inositol polyphosphate-5-phosphatase K
231133_at	8.40e-01	7.55e-01	3.13e-01	-6.622822	0.05565418	DRC1	dynein regulatory complex subunit 1
226728_at	8.40e-01	7.55e-01	3.13e-01	-6.622839	0.04410128	SLC27A1	solute carrier family 27 member 1
207256_at	8.40e-01	7.55e-01	-3.13e-01	-6.622864	-0.11508308	MBL2	mannose binding lectin 2
1554291_at	8.40e-01	7.55e-01	3.13e-01	-6.622875	0.03979765	UHRF1BP1L	UHRF1 binding protein 1 like
241046_at	8.40e-01	7.55e-01	3.13e-01	-6.622885	0.08627011	LOC102724511	uncharacterized LOC102724511
244434_at	8.40e-01	7.56e-01	3.12e-01	-6.622917	0.06401684	GPR82	G protein-coupled receptor 82
1562916_at	8.40e-01	7.56e-01	-3.12e-01	-6.622975	-0.11202122	LINC00102	long intergenic non-protein coding RNA 102
232269_x_at	8.40e-01	7.56e-01	-3.12e-01	-6.623009	-0.04998993	METRN	meteorin, glial cell differentiation regulator
1570020_at	8.40e-01	7.56e-01	3.12e-01	-6.62302	0.09482876	AACSP1	acetoacetyl-CoA synthetase pseudogene 1
237880_at	8.41e-01	7.56e-01	-3.12e-01	-6.623153	-0.09527572	MIR3681HG	MIR3681 host gene
220499_at	8.41e-01	7.56e-01	3.11e-01	-6.623219	0.07837866	FNDC8	fibronectin type III domain containing 8
227758_at	8.41e-01	7.56e-01	3.11e-01	-6.623265	0.1018616	RERG	RAS like estrogen regulated growth inhibitor
205752_s_at	8.41e-01	7.57e-01	3.11e-01	-6.623358	0.036253	GSTM5	glutathione S-transferase mu 5
208660_at	8.41e-01	7.57e-01	-3.11e-01	-6.62347	-0.01886308	CS	citrate synthase
227968_at	8.41e-01	7.57e-01	-3.11e-01	-6.623499	-0.03165597	PDDC1	Parkinson disease 7 domain containing 1
211906_s_at	8.41e-01	7.57e-01	3.10e-01	-6.623533	0.11956305	SERPINB4	serpin family B member 4
227970_at	8.42e-01	7.57e-01	3.10e-01	-6.62359	0.02514322	GPR157	G protein-coupled receptor 157
1555099_at	8.42e-01	7.57e-01	-3.10e-01	-6.623591	-0.11737506	MPP4	membrane palmitoylated protein 4
212696_s_at	8.42e-01	7.57e-01	3.10e-01	-6.623632	0.01932217	RNF4	ring finger protein 4
212502_at	8.42e-01	7.57e-01	3.10e-01	-6.623721	0.02527329	ADO	2-aminoethanethiol dioxygenase
52940_at	8.42e-01	7.58e-01	-3.10e-01	-6.623732	-0.02825273	SIGIRR	single Ig and TIR domain containing
224629_at	8.42e-01	7.58e-01	-3.09e-01	-6.623855	-0.02494367	LMAN1	lectin, mannose binding 1
226629_at	8.42e-01	7.58e-01	3.09e-01	-6.623904	0.05096376	SLC43A2	solute carrier family 43 member 2
211397_x_at	8.42e-01	7.58e-01	-3.09e-01	-6.623978	-0.08582717	KIR2DL2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2
1562081_a_at	8.42e-01	7.58e-01	-3.09e-01	-6.624003	-0.07169144	LINC00424	long intergenic non-protein coding RNA 424
214520_at	8.42e-01	7.58e-01	-3.09e-01	-6.624052	-0.08214315	FOXC2	forkhead box C2
1559650_at	8.43e-01	7.58e-01	3.09e-01	-6.624105	0.13405904	JAZF1-AS1	JAZF1 antisense RNA 1
242026_at	8.43e-01	7.59e-01	3.08e-01	-6.624135	0.07204108	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
206398_s_at	8.43e-01	7.59e-01	3.08e-01	-6.624165	0.06809001	CD19	CD19 molecule
205697_at	8.43e-01	7.59e-01	3.08e-01	-6.62419	0.07911933	SCGN	secretagogin, EF-hand calcium binding protein
207792_at	8.43e-01	7.59e-01	3.08e-01	-6.624279	0.07952374	OPRD1	opioid receptor delta 1
208973_at	8.43e-01	7.59e-01	-3.08e-01	-6.624357	-0.02410275	ERI3	ERI1 exoribonuclease family member 3
1552419_s_at	8.43e-01	7.59e-01	-3.08e-01	-6.624358	-0.04998304	TTLL10	tubulin tyrosine ligase like 10
1555052_a_at	8.43e-01	7.59e-01	3.08e-01	-6.624427	0.08018462	SYT9	synaptotagmin 9
227821_at	8.43e-01	7.59e-01	3.07e-01	-6.624448	0.06896016	LGI4	leucine rich repeat LGI family member 4
202667_s_at	8.43e-01	7.59e-01	-3.07e-01	-6.624457	-0.02864727	SLC39A7	solute carrier family 39 member 7
209560_s_at	8.43e-01	7.59e-01	3.07e-01	-6.624478	0.05154494	DLK1	delta like non-canonical Notch ligand 1
1554418_s_at	8.43e-01	7.59e-01	3.07e-01	-6.624514	0.10011443	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
1559891_at	8.43e-01	7.59e-01	-3.07e-01	-6.624516	-0.08535532	HMGA2	high mobility group AT-hook 2
230473_s_at	8.43e-01	7.60e-01	3.07e-01	-6.624554	0.09713304	HMGB4	high mobility group box 4
